308,686099077445
1272,10623573556
-105,675465622052
-1086,94712109614
-696,68371883233
23,5206296914519
-22,9166859279241
-187,137615015501
-410,238914855807
396,955732604644
276,738773140548
401,822056173831
654,902384078346
147,727372627417
460,166431314816
-266,470949033354
128,201752862108
-193,224931674713
753,74747380732
-1425,18695445443
-121,847521214514
-17,0119682460108
293,354501824019
414,751587175267
-9,45570842709451
-25,1437839362779
447,311292579029
224,543510499178
-156,454168688858
374,76374650559
196,986171481149
214,120725596526
-217,693217012522
-37,433549066359
-560,082588402041
-322,809537663511
101,407594529818
84,6614316128716
206,610804248626
-24,6076647544359
94,4379862867083
-20,1000265817045
24,971553496655
8,37915322511641
-160,944153162305
102,672706998956
43,0056435341692
-172,886698968553
-38,4927334262245
92,56896354105
94,9322162756233
-59,8086852352128
-34,5474721957635
24,7877841219339
-25,0057838134082
6,11953048092967
0,166569232639676
-1,11530202545151
0,222060831871204
-0,00957843992869013
13,2104716036698
-632,521582512387
351,312867523497
360,287406729256
623,499164830351
-802,357054438553
168,930626946215
-567,48108480389
-479,28212330358
-523,025362386206
-268,401274064116
39,7885132704764
-180,353979941679
292,577696169036
190,510027935276
-535,821699300852
58,3647066875472
-82,2336516897747
-901,024748431302
441,777047359572
-377,046921909701
238,558538429646
103,96907281936
574,277280507889
107,835094933788
-255,23404058797
-27,2761158593645
-206,220829067602
-466,135937782558
1227,96102394785
-76,0182540363875
-170,464725358743
-103,221090710571
150,159440832247
-196,163941201926
178,014521571842
189,878700178465
-62,6200715126502
-147,791635779567
175,809440552587
-52,835938134746
163,857533298799
-26,0463673222378
12,5348580055607
4,14275732704128
134,670716439736
-36,0581321373368
39,4171971814214
67,3223387538152
381,869421035228
50,8673896196639
-58,1929277694241
-3,07483460623553
32,2783147476961
-10,9353987746066
-2,80688644162892
0,651778855868128
-0,241361895972341
0,336099894340232
-0,226420979605036
54,2599010424396
227,067467021794
-217,874289542755
704,632561827811
-322,148366017554
259,156935733042
-548,035389836593
-463,531265664591
315,590787495274
93,0761502937872
516,821949070942
349,443434453096
477,135992142755
-751,633929533096
-188,623459091961
-559,035087612776
-178,173833928319
-400,008114686572
293,681667649498
1037,69615084428
-287,537804325361
-52,9623412635991
559,695780462397
-423,256776875111
40,3793326788627
191,848842507701
277,169462499734
99,5711949372064
211,934050836692
-81,7560701169034
-83,7311278292033
359,243391269197
-295,545070854238
-143,286033480561
354,345360776024
29,5226821293102
112,104191941183
215,569504838501
274,17285384817
598,898516383388
12,6981289391724
-51,0197480509161
39,4358087457732
-14,0739810245523
65,323338809799
118,837753577455
404,619162092745
-91,7709695883741
-134,241650571877
296,124962059492
74,7403284894476
-18,3168961182164
48,6668423703821
36,2257861965104
-24,4138336337558
-3,63383230659568
2,07524857525581
0,949833645173719
0,39237359525876
-0,269419524319195
-39,7645243100288
-162,023571782334
271,753189327157
-639,505245079475
-158,089729746838
51,8312217448659
94,8356869774173
-65,0794126423123
-27,7801219906843
881,280700709546
-95,3340302255065
-129,088105893007
-186,195820121501
-237,898075546462
51,1802696937474
-226,11498540077
-361,325886385496
-116,654481958146
461,967019177233
-316,238405179344
-642,28664846779
-16,9052055013329
224,902503974917
158,370794448612
380,219340101118
