289278013,093816
105133548,718261
778779154,058313
-405748956,314132
-109229047,800908
-671620320,669342
-1186953762,99062
1734976472,63229
-2726071856,3167
-563655505,555192
-64657713,7964248
438807956,298135
2026677943,43489
2269776254,86046
-1457545533,40225
-179170366,189772
680135023,013733
-663058591,136834
2737186109,38796
-1646392145,74519
-11434560,8984834
-433987736,702055
325228583,857927
-1245679983,79813
609645743,899346
-543491546,065294
244658498,072785
296202843,290422
306027659,543299
22001657,939374
305655667,971583
411392584,442525
-175033870,475747
-450418924,513576
-971919053,774222
-859571064,56397
231552714,484963
493477919,340462
195864252,682521
-409135686,845205
107677588,883198
-68276306,0558407
98007963,1237252
13091485,4488712
-435737288,409676
225157399,944054
-22134862,4295405
-152348462,956697
95375486,2443395
82969990,7604988
268111717,707641
-183152,587094619
-25285400,4063299
21953477,7153212
-12665278,3021573
1500538,84320611
-1635556,82312117
-1427164,58984555
137349,188358656
417296,343473293
28313760,0540505
9221266,49096905
163732049,988536
-66296232,2992264
-106776862,99275
108491815,41011
-868417974,085105
-1121324185,97053
-734575790,487738
-614739409,188915
-192417937,641505
-469085080,592054
817550105,99024
-45326025,6976606
-412380301,342704
956267339,989522
-963527733,791648
154710124,199849
132154929,801959
1842330885,64627
-1049409537,29794
923737844,427953
-41384952,8283457
161123726,660552
1234164407,52568
-1125888624,7564
174257699,488593
-214299883,920723
-447525167,658061
2350696040,1114
182312718,477191
-52053170,4545569
935822213,423578
491546734,77356
-37625217,8029698
575605093,444876
72715492,2027966
-325727670,073255
257052511,860454
284647856,560687
-102358641,048111
252423994,967734
-131022982,405298
14877084,6010396
22684621,2796883
82444102,4178783
3597286,09703168
-94705349,5062349
131784844,456648
708495757,940321
104661668,124177
6977653,29637459
16416907,4039708
61244821,9896939
-6706974,05278299
164122,990809586
303864,680232364
-491450,326517056
-344910,475736306
-46039,9819363653
304750212,64807
287519800,522355
220126713,032121
53157159,837578
-772617872,575608
-571188477,090583
-594661586,410835
837176256,248018
441657075,548501
-269660781,973978
-619944528,089359
116771655,494412
-1143058081,99188
-1878386055,63759
861569736,590683
-786476171,86001
-204231828,396364
123883471,830245
255365653,570838
2504099973,66305
184099006,041503
-124837813,030601
1564610056,31248
1692909364,34828
390288652,100818
27366101,1535474
-276248755,087555
-164086381,316521
-616946654,535255
372400471,590037
-34861497,7252599
703716535,053983
-1041024784,05866
124746753,423205
916647866,02161
-19659984,4628228
554753279,535966
149153343,637926
63640086,2765991
1397627158,00074
114799080,995754
-93328194,228476
189135271,046502
153254587,138052
-9733178,88309191
212652047,764066
587617896,384731
-151988307,400415
-111423259,995887
573153726,39276
77871099,6268498
-4636271,50457964
84525461,5782549
117905303,789706
11895137,0394049
-7039584,96164784
200743,075330608
-915091,318340965
18851,533611769
239815,914996715
-41859623,2193145
-445848772,885354
-977076895,884456
-1690756814,00361
-936781015,142808
1570646320,11596
1160460360,87016
497256583,352016
-265672426,484182
684157870,953908
77225134,1101248
220746709,706993
1141609494,11298
-164082288,884703
800047986,868312
839107959,336605
-874456128,529106
-13590771,6899994
-386992278,471252
864173815,623753
-737346650,66493
923480714,123562
749219383,465587
444156087,901957
-426842618,282449
-410834009,750342
-36106166,313514
-844432158,704032
-1672166044,9006
390970688,288695
352616460,941307
-401457609,762815
-627230703,915516
-20394856,9240727
525113758,459338
510492784,947662
132073331,809186
167350007,833375
-977881205,761083
561414610,312742
-851965525,206834
-176320910,423883
-329882174,730295
-211063111,316105
-208501389,616259
78614228,5591239
-10728440,3819168
607305470,421221
80310432,712832
531625272,137589
152055433,113358
78088836,9520648
73911159,1811453
86981348,112591
-16823446,3866786
-5125874,88837614
2817172,49529408
-463907,643441968
-193115,78258098
247860,497842351
157096082,624847
3885961,13065044
224598583,185575
-1212472874,63815
1047869187,08423
1131589098,22827
53728663,6571556
-118519992,747341
-1055288017,52579
511897815,972481
-616247458,708594
565511188,933744
299150585,73194
2811575927,15095
-263155548,292443
229469764,163181
213393260,661116
-307790745,792742
692979906,621346
1097105682,19657
2227354,65908342
-581102559,274754
-570596375,509975
-1009570175,43025
251473711,563466
745715584,862657
-451236499,035879
801800404,752163
9818637,30944517
769966149,925495
610885279,551655
-483639503,770482
-253709068,860026
-893389878,542033
-378334798,849232
-350974358,578379
513946710,976297
88141854,8606834
1315070325,43305
769194400,900792
-124580608,549197
148683978,062921
13208844,1546632
-514236781,465696
-265985585,427989
755008790,955712
511706960,720796
-97052916,2111776
164577668,825485
722311739,358383
340720664,363432
-186423459,474487
-14054956,9080985
55140897,353311
-55872543,8763923
-5058256,30502147
2185403,98377728
-2359976,68356356
115403,598738662
-83084,7871507076
-347940723,070801
-217547052,061264
106080017,268557
1479246052,00706
317519527,647189
178121122,798395
-614651390,44627
-1223888515,93095
-1624630067,3221
-173492300,195159
-726692899,201932
230623648,325737
646934650,412787
-150636020,826312
-21535111,1918401
1652411831,54219
336169872,616801
972826305,322232
133198024,058084
-260247026,942882
-842254066,600272
414554196,664674
275163473,11169
-1142253122,66089
643766351,235782
-202832070,396127
1030774315,01939
179233623,377953
1383057021,69987
441428461,929515
-633925608,555463
-122356318,642669
-436112200,763371
-121940131,350395
-273381061,273198
646172167,687752
-256664309,473783
-516744626,490799
117974435,611501
-1131996244,85745
-432680154,55746
509676621,775767
841236176,868521
-16014187,878112
-454541418,114206
141075680,280156
253225643,993805
-231965986,396457
794022074,830412
-142674809,437791
144303295,56471
-352421522,924386
3494819,88356415
-28038460,3228345
-16661192,5757218
4657905,3905918
876806,789992894
-1227877,10950867
-391359,38806525
93221,3716071067
48597892,4822182
403719628,989071
762449506,753135
1697458813,76053
-31812252,5705302
456228557,157288
-123512624,413584
554550435,512074
1073839409,60095
1441349640,28431
521857458,921621
790531298,676714
-848159600,599775
