539469607,657597
-554319028,888321
1102528,82542145
66541605,1497678
-50063884,2957844
447677229,770863
-60032235,2529522
-209299281,030546
192511801,035472
-150390221,210126
-394187591,00143
6679884,40593608
520182814,765909
627973872,634595
-282826793,22945
-68931322,1944779
230548552,349876
60624071,2215551
-64400545,2020085
-578916517,909099
-545273383,722469
27630584,8185816
381435533,961581
-26071867,4024878
-400326751,075266
-237846814,18757
281457891,227094
480758592,792608
-447157857,514674
-408680547,819998
143392497,949304
-318430126,394544
-163325779,940557
197919717,291566
-189112922,968839
-157701530,190305
-23698274,5378143
281946246,125573
94014691,5477551
153904945,374049
105249182,878698
-29886851,3069814
156534579,031437
-56425508,7252837
22683313,0108442
-23688891,4638581
115813426,66439
43829354,9449373
-114036639,851118
27450354,1864
17235299,6523742
86270176,7461653
75635618,4298839
-42030135,3223259
28602786,9810511
58383986,6787735
-22666185,4014198
-65143491,8967277
-79252306,4427513
-44477815,0144564
-256517996,163066
-488658509,485519
-63699477,3072224
145440380,416964
-297494382,481197
-685551508,02285
-454018809,85369
-487040242,767809
564613923,77243
331598828,760235
-132819462,720363
195133862,612091
356607235,884607
681631806,067406
303778629,312753
-594818361,083493
302276807,309147
-32937677,7434859
-283497671,616526
-690719968,29171
6189329,08975768
57765172,2260782
150279528,350752
-379430520,945352
56391647,0117984
12870823,7177101
153105221,426875
164317419,864913
89097646,1568172
-276670791,297569
148782109,390063
-44126160,633548
-24958214,4563305
66993311,88239
-252132950,884597
83690288,372544
-12326038,7140056
-157734018,785456
105801267,343507
27330027,7740482
-27277221,6586333
-61577424,7234489
82893708,5726098
78386306,7002094
-21170227,4620918
38994588,8791783
-20738231,5386359
50481980,8314763
149439850,022984
-102162400,261814
144579731,277807
50354216,0050777
62411548,1021024
-50983436,0699173
52629344,612895
39081949,9744943
67314989,5557145
14035794,5453304
-4629128,13396177
-40982877,7377321
-291609402,780557
-209907857,539492
77683136,8237794
193759121,402941
-225564737,755885
-60375282,7206486
560945009,144196
-217216987,164523
418443032,175263
189977149,167744
181205917,99038
-324451274,897977
-86341675,7721905
-288488038,447978
149982099,787107
83931768,4669243
534106696,52853
428229273,310021
442806697,749108
-63422397,3811497
-225700657,818205
417417595,426679
-129327912,695711
-627436553,265462
277327397,217617
-245202694,835914
-148914314,593883
68262758,8003193
464216616,307859
-287828352,848961
41469866,3962786
241879171,779268
-259587639,409485
337728602,386872
-70523358,693132
-252221468,373783
227641127,942985
9427267,34259711
-34008302,2128546
-168951663,55812
-263012509,837715
10474196,129363
-109218884,995301
185553099,942262
-161861299,841803
-17464245,7639472
9741731,08354286
-114894768,444639
121672577,689914
43252212,2548677
-19204328,0177975
146437634,146383
44670251,3208977
-91603431,0026275
27305315,0624449
-30916480,3421398
179031456,377344
93787308,2539908
44847919,3168354
34817069,2393725
32493057,8392897
131534868,553144
-20816051,4237768
197817670,579319
104158695,583473
404753490,20996
-599863201,132265
1296659,86357863
