262980011,903469
95575953,3802408
707981049,143911
-368862687,558306
-99299134,3644421
-610563927,881218
-1079048875,44602
1577251338,75661
-2478247142,10612
-512414095,959273
-58779739,8149494
398916323,907394
1842434494,03173
2063432958,96406
-1325041394,00205
-162882151,081611
618304566,376129
-602780537,397121
2488351008,53453
-1496720132,49564
-10395055,362262
-394534306,09278
295662348,961752
-1132436348,90739
554223403,54487
-494083223,695729
222416816,429804
269275312,082202
278206963,22119
20001507,2176148
277868789,06508
373993258,58412
-159121700,432499
-409471749,557802
-883562776,15839
-781428240,512708
210502467,713608
448616290,309517
178058411,529562
-371941533,495646
97888717,1665438
-62069369,141678
89098148,2942958
11901350,4080649
-396124807,645161
204688545,403685
-20122602,2086732
-138498602,687905
86704987,4948541
75427264,3277244
243737925,188766
-166502,351904034
-22986727,6421185
19957707,0139288
-11513889,3655976
1364126,22109649
-1486869,83920109
-1297422,35440505
124862,89850787
379360,312248455
25739781,8673169
8382969,53724397
148847318,171398
-60269302,0902049
-97069875,4479583
98628923,1000916
-789470885,531917
-1019385623,60957
-667796173,170672
-558854008,353542
-174925397,855929
-426440982,356408
743227369,082052
-41205477,906963
-374891183,038821
869333945,445042
-875934303,446956
140645567,454397
120140845,27451
1674846259,67842
-954008670,270858
839761676,752686
-37622684,3894029
146476115,145962
1121967643,20517
-1023535113,41492
158416090,444177
-194818076,291564
-406841061,507327
2136996400,10129
165738834,979263
-47321064,0495969
850747466,748716
446860667,975969
-34204743,4572414
523277357,677163
66104992,9116327
-296116063,702957
233684101,691329
258770778,691532
-93053310,0437381
229476359,061577
-119111802,186635
13524622,3645821
20622382,9815398
74949184,0162505
3270260,08821201
-86095772,2783952
119804404,0515
644087052,673021
95146971,0219799
6343321,17852377
14924461,2763375
55677110,8997222
-6097249,13889365
149202,718917813
276240,618393078
-446773,02410642
-313554,9779421
-41854,5290330599
277045647,861881
261381636,838506
200115193,665557
48324690,7614287
-702379884,159647
-519262251,900534
-540601442,191661
761069323,861837
401506432,316821
-245146165,4309
-563585934,626697
106156050,449468
-1039143710,90171
-1707623686,94327
783245215,082438
-714978338,054551
-185665298,542152
112621338,027496
232150594,155314
2276454521,51186
167362732,765004
-113488920,93691
1422372778,4659
1539008513,04391
354807865,546203
24878273,7759472
-251135231,897777
-149169437,560476
-560860595,032044
338545883,263672
-31692270,6593345
639742304,594537
-946386167,32606
113406139,475639
833316241,837827
-17872713,1480154
504321163,214521
135593948,761755
57854623,8878166
1270570143,63703
104362800,905227
-84843812,9349793
171941155,496824
139322351,943688
-8848344,43917447
193320043,421876
534198087,622488
-138171188,545834
-101293872,723532
521048842,175239
70791908,7516813
-4214792,27688954
76841328,7075048
107186639,808825
10813760,9449137
-6399622,69240719
182493,704846013
-831901,198491789
17137,7578288822
218014,468178835
-38054202,9266456
-405317066,259418
-888251723,531317
-1537051649,09418
-851619104,675272
1427860291,0145
1054963964,42742
452051439,41093
-241520387,712897
621961700,867181
70204667,3728606
200678827,006362
1037826812,82998
-149165717,167907
727316351,698472
762825417,578732
-794960116,844638
-12355246,9909112
-351811162,246583
785612559,657946
-670315136,968114
839527921,930511
681108530,423268
403778261,729053
-388038743,893142
-373485463,409402
-32823787,5577417
-767665598,821854
-1520150949,90964
355427898,444253
320560419,037547
-364961463,420744
-570209730,832292
-18540779,0218824
477376144,053945
464084349,952422
120066665,281079
152136370,757613
-888982914,328262
510376918,466127
-774514113,8244
-160291736,748986
-299892886,118454
-191875555,741914
-189546717,832967
71467480,5082932
-9753127,61992303
552095882,201114
73009484,2843923
483295701,943266
138232211,921237
70989851,7746054
67191962,8919507
79073952,829629
-15294042,1697079
-4659886,26216018
2561065,90481284
-421734,221310889
-175559,802346345
225327,725311233
142814620,568042
3532691,93696136
204180530,168706
-1102248067,85286
952608351,894742
1028717362,02571
48844239,6883226
-107745447,952131
-959352743,205245
465361650,884114
-560224962,462364
514101080,848855
271955077,93813
2555978115,59178
-239232316,629482
208608876,51198
193993873,328287
-279809768,902502
629981733,292132
997368801,996877
2024867,87189473
-528275053,886142
-518723977,736346
-917791068,572965
228612465,057691
677923258,96605
-410214999,123522
728909458,865601
8926033,91767494
699969227,204999
555350254,137864
-439672276,154979
-230644608,054564
-812172616,856401
-343940726,226574
-319067598,70762
467224282,70572
80128958,964258
1195518477,66641
699267637,182529
-113255098,681095
135167252,784469
12008040,1406024
-467487983,150632
-241805077,661809
686371628,141555
465188146,109818
-88229923,8283415
149616062,568624
656647035,780353
309746058,512216
-169475872,249535
-12777233,5528175
50128088,5030105
-50793221,7058115
-4598414,82274681
1986730,89434302
-2145433,34869419
104912,362489695
-75531,6246824604
-316309748,246179
-197770047,328432
96436379,3350468
1344769138,18823
288654116,042896
161928293,453083
-558773991,314784
-1112625923,57358
-1476936424,83823
-157720272,90467
